placement_id,placement,creative,cta_code,cta,image_code,image,text_code,text,cta_type,message_type,proof_point_and_intent
328678240,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CA_IC_HI_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CA,Learn More,IC,Pup running,HI,Equity is your home’s superpower. Tap into it today.,Passive,Statement,Cash-out Refi + Refi
328531431,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CA_IC_HI_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CA,Learn More,IC,Pup running,HI,Equity is your home’s superpower. Tap into it today.,Passive,Statement,Cash-out Refi + Refi
328678549,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CB_ID_HI_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CB,Get Started,ID,BBQ,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328677034,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CB_ID_HI_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CB,Get Started,ID,BBQ,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328677955,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CB_IE_HI_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CB,Get Started,IE,Couple with home & purple trees,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328517576,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CB_IE_HI_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CB,Get Started,IE,Couple with home & purple trees,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328677727,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CC_IA_HI_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CC,Apply Today,IA,Kid in swing,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328678552,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CC_IA_HI_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CC,Apply Today,IA,Kid in swing,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328677967,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CC_IB_HI_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CC,Apply Today,IB,Smaller white house,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328677961,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HI_Equity_CC_IB_HI_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Equity,CC,Apply Today,IB,Smaller white house,HI,Equity is your home’s superpower. Tap into it today.,Directive,Statement,Cash-out Refi + Refi
328677700,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CA_IB_HJ_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CA,Learn More,IB,Smaller white house,HJ,Save time with our prefilled refinance application,Passive,Statement,Refi + Refi
328677532,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CA_IB_HJ_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CA,Learn More,IB,Smaller white house,HJ,Save time with our prefilled refinance application,Passive,Statement,Refi + Refi
328677754,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CA_IC_HJ_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CA,Learn More,IC,Pup running,HJ,Save time with our prefilled refinance application,Passive,Statement,Refi + Refi
328677730,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CA_IC_HJ_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CA,Learn More,IC,Pup running,HJ,Save time with our prefilled refinance application,Passive,Statement,Refi + Refi
328517165,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CB_IE_HJ_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CB,Get Started,IE,Couple with home & purple trees,HJ,Save time with our prefilled refinance application,Directive,Statement,Refi + Refi
328531440,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CB_IE_HJ_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CB,Get Started,IE,Couple with home & purple trees,HJ,Save time with our prefilled refinance application,Directive,Statement,Refi + Refi
328677550,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CC_IA_HJ_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CC,Apply Today,IA,Kid in swing,HJ,Save time with our prefilled refinance application,Directive,Statement,Refi + Refi
328678243,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CC_IA_HJ_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CC,Apply Today,IA,Kid in swing,HJ,Save time with our prefilled refinance application,Directive,Statement,Refi + Refi
328677703,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CC_ID_HJ_300x250_BAN_300x250_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CC,Apply Today,ID,BBQ,HJ,Save time with our prefilled refinance application,Directive,Statement,Refi + Refi
328677985,Google_DIS_CO_MUL_1st2P3P_WF-Paid-EC-NMD-MTG-1P-CRMDMP-Feb20-NA + WF-Paid-EC-NMD-GNRL-1P-MIX_OTH_MTG & ENT + 2P & 3P_MUL_HJ_Save_CC_ID_HJ_728x90_BAN_728x90_NA_DCM_CPM_DIS_OEX_DV360_ENG_GM_National_HoK,Save,CC,Apply Today,ID,BBQ,HJ,Save time with our prefilled refinance application,Directive,Statement,Refi + Refi
